iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.15421243028141254,0.15421243028141254,0.0039072392959999995,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.395899 0.       0.       0.       0.       0.       0.3886   0.       0.       0.       0.       0.       0.       0.       0.215502 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
1,0.15370886003860243,0.15370886003860243,0.0039072392959999995,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.39194001 0.         0.         0.         0.         0.         0.3886     0.         0.         0.         0.         0.         0.         0.         0.21946099 0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
2,0.11050277370115191,0.11050277370115191,0.0039072392959999995,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.254087 0.       0.       0.       0.       0.       0.252774 0.       0.       0.       0.       0.       0.       0.       0.493139 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
3,0.0973404233109513,0.0973404233109513,0.0039072392959999995,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.218034 0.       0.       0.       0.       0.       0.217424 0.       0.       0.       0.       0.       0.       0.       0.564542 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
4,0.09291501917513588,0.09291501917513588,0.0039072392959999995,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.206324 0.       0.       0.       0.       0.       0.206027 0.       0.       0.       0.       0.       0.       0.       0.587649 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
5,0.09291501917513588,0.09291501917513588,0.0039072392959999995,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.206324 0.       0.       0.       0.       0.       0.206027 0.       0.       0.       0.       0.       0.       0.       0.587649 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
6,0.09255705248621093,0.0956542197920488,0.0039072392959999995,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.20426076 0.         0.         0.         0.         0.         0.206027   0.         0.         0.         0.         0.         0.         0.         0.58971224 0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
7,0.09124857791068494,0.09124857791068494,0.0039072392959999995,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.201385 0.       0.       0.       0.       0.       0.202262 0.       0.       0.       0.       0.       0.       0.       0.596353 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
8,0.09124857791068494,0.09124857791068494,0.0039072392959999995,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.201385 0.       0.       0.       0.       0.       0.202262 0.       0.       0.       0.       0.       0.       0.       0.596353 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
9,0.09081196085800634,0.09385358012169584,0.0039072392959999995,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.201385   0.         0.         0.         0.         0.         0.20023938 0.         0.         0.         0.         0.         0.         0.         0.59837562 0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],3.0,1000,100,0.01,0.001,1,2,random,,first,single_objective
