iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.18472625287265926,0.0035856546500000006,7,7,100,78,0.110759,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.098733, 0.012023, 0.015002, 0.029037, 0.276096, 0.243483, 0.325627]","[3, 11, 20, 21, 22, 23, 27]"
1,TID,True,0.18122480744420225,0.0035641604759,7,7,100,49,0.1083,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.0888597, 0.012023, 0.015002, 0.029037, 0.276096, 0.243483, 0.3355003]","[3, 11, 20, 21, 22, 23, 27]"
2,idID,True,0.17935632796911843,0.003557222139,7,7,100,36,0.105737,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.091077, 0.012323, 0.015376, 0.029762, 0.282986, 0.224603, 0.343873]","[3, 11, 20, 21, 22, 23, 27]"
3,iDR,True,0.17828648653451407,0.003525225338,7,7,100,45,0.107513,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.093729, 0.012682, 0.015824, 0.030629, 0.262105, 0.231144, 0.353888]","[3, 11, 20, 21, 22, 23, 27]"
4,TID,True,0.17370499753268542,0.0035472071323999995,8,8,100,37,0.105897,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.093729, 0.012682, 0.015824, 0.030629, 0.262105, 0.20802959999999998, 0.0231144, 0.353888]","[3, 11, 20, 21, 22, 23, 25, 27]"
5,idID,True,0.17187439945290994,0.0035380498539999998,8,8,100,48,0.107468,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.085154, 0.012802, 0.015974, 0.030919, 0.264585, 0.209998, 0.023333, 0.357236]","[3, 11, 20, 21, 22, 23, 25, 27]"
6,idID,True,0.16978765697469414,0.003557960726,8,8,100,41,0.106302,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.01006, 0.085666, 0.012879, 0.031105, 0.266175, 0.21126, 0.023473, 0.359383]","[1, 3, 11, 21, 22, 23, 25, 27]"
7,iDR,True,0.16845312045407465,0.003527929578,8,8,100,56,0.102372,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.010335, 0.088008, 0.013231, 0.031956, 0.246108, 0.217037, 0.024115, 0.36921]","[1, 3, 11, 21, 22, 23, 25, 27]"
8,iDR,True,0.1664174705619314,0.0035209620230000002,8,8,100,35,0.104653,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.010564, 0.08996, 0.013525, 0.032665, 0.251568, 0.199667, 0.02465, 0.377401]","[1, 3, 11, 21, 22, 23, 25, 27]"
9,iDR,True,0.1642786884570762,0.003514420555,8,8,100,32,0.102761,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.010779, 0.091793, 0.013801, 0.033331, 0.256693, 0.183361, 0.025152, 0.38509]","[1, 3, 11, 21, 22, 23, 25, 27]"
10,idID,True,0.16247195813426596,0.0035051537910000003,8,8,100,38,0.098957,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.010879, 0.083379, 0.013929, 0.03364, 0.259071, 0.18506, 0.025385, 0.388658]","[1, 3, 11, 21, 22, 23, 25, 27]"
11,idID,True,0.1594204678814507,0.0035553103670000006,8,8,100,30,0.096794,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.010922, 0.083708, 0.010039, 0.033773, 0.260093, 0.18579, 0.025485, 0.390191]","[1, 3, 4, 21, 22, 23, 25, 27]"
12,idID,True,0.15715124803595926,0.003549875906,8,8,100,47,0.09735,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011129, 0.085293, 0.010229, 0.034412, 0.265016, 0.170376, 0.025967, 0.397577]","[1, 3, 4, 21, 22, 23, 25, 27]"
13,iDR,True,0.15573232595689782,0.0035197635710000003,8,8,100,44,0.098948,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011432, 0.087615, 0.010507, 0.035349, 0.245008, 0.175014, 0.026674, 0.408401]","[1, 3, 4, 21, 22, 23, 25, 27]"
14,idID,True,0.1520911428440606,0.003563604773,8,8,100,29,0.097973,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011729, 0.089894, 0.01078, 0.25138, 0.179566, 0.027368, 0.419023, 0.01026]","[1, 3, 4, 22, 23, 25, 27, 29]"
15,idID,True,0.14974144041124057,0.0035585079479999995,8,8,100,49,0.100061,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011943, 0.091538, 0.010977, 0.255976, 0.164564, 0.027868, 0.426685, 0.010448]","[1, 3, 4, 22, 23, 25, 27, 29]"
16,iDR,True,0.147387175647002,0.003553773293,8,8,100,48,0.101884,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.012143, 0.09307, 0.011161, 0.260259, 0.150586, 0.028334, 0.433825, 0.010623]","[1, 3, 4, 22, 23, 25, 27, 29]"
17,iDR,True,0.1450557189850573,0.003549366996,8,8,100,52,0.102925,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.012329, 0.094493, 0.011332, 0.264238, 0.137599, 0.028767, 0.440457, 0.010785]","[1, 3, 4, 22, 23, 25, 27, 29]"
18,TID,True,0.14460770268107878,0.0035430076171,8,8,100,50,0.102872,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.012329, 0.0850437, 0.011332, 0.264238, 0.1470483, 0.028767, 0.440457, 0.010785]","[1, 3, 4, 22, 23, 25, 27, 29]"
19,idID,True,0.14280067951085046,0.00353467205,8,8,100,54,0.103091,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.012435, 0.077196, 0.011429, 0.266504, 0.14831, 0.029014, 0.444235, 0.010878]","[1, 3, 4, 22, 23, 25, 27, 29]"
20,TID,True,0.14105462692456788,0.0035836915099999997,8,8,100,52,0.107814,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.012435, 0.0694764, 0.0191486, 0.266504, 0.14831, 0.029014, 0.444235, 0.010878]","[1, 3, 4, 22, 23, 25, 27, 29]"
21,idID,True,0.13868330940440493,0.003579800306,8,8,100,46,0.106244,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.012622, 0.070522, 0.019437, 0.270516, 0.135488, 0.029451, 0.450922, 0.011042]","[1, 3, 4, 22, 23, 25, 27, 29]"
22,idID,True,0.10870670181663215,0.0035183574349999997,8,8,100,64,0.109653,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.014433, 0.080642, 0.022226, 0.011435, 0.309334, 0.033677, 0.515627, 0.012626]","[1, 3, 4, 5, 22, 25, 27, 29]"
23,idID,True,0.10675538527627929,0.0035102604829999997,8,8,100,26,0.132275,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.01455, 0.073168, 0.022407, 0.011528, 0.311849, 0.033951, 0.519819, 0.012729]","[1, 3, 4, 5, 22, 25, 27, 29]"
24,idID,True,0.10493151271606908,0.0035028496549999997,8,8,100,29,0.104549,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.014657, 0.066337, 0.022572, 0.011613, 0.314147, 0.034201, 0.52365, 0.012823]","[1, 3, 4, 5, 22, 25, 27, 29]"
25,TID,True,0.10353063195179073,0.0035037850067000005,8,8,100,21,0.101494,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.014657, 0.059703299999999994, 0.022572, 0.011613, 0.32078070000000003, 0.034201, 0.52365, 0.012823]","[1, 3, 4, 5, 22, 25, 27, 29]"
26,iDR,True,0.10320329386378846,0.0035058156520000002,8,8,100,24,0.101838,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.014674, 0.059773, 0.022598, 0.010464, 0.321154, 0.034241, 0.524259, 0.012838]","[1, 3, 4, 5, 22, 25, 27, 29]"
27,idID,True,0.10293174759812528,0.003504825015,8,8,100,35,0.102578,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.013226, 0.059861, 0.022631, 0.010479, 0.321626, 0.034291, 0.525029, 0.012857]","[1, 3, 4, 5, 22, 25, 27, 29]"
28,idID,True,0.1025004281587535,0.003540108822,8,8,100,38,0.102898,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.013232, 0.05989, 0.022642, 0.010005, 0.32178, 0.034307, 0.525281, 0.012863]","[1, 3, 4, 11, 22, 25, 27, 29]"
29,idID,True,0.10225216412091857,0.003539260014,8,8,100,43,0.102753,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011925, 0.059969, 0.022672, 0.010018, 0.322206, 0.034352, 0.525977, 0.01288]","[1, 3, 4, 11, 22, 25, 27, 29]"
30,iDR,True,0.10061847783256124,0.0035020892300000003,8,8,100,29,0.101313,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.012322, 0.061966, 0.023427, 0.010352, 0.29964, 0.035496, 0.543489, 0.013309]","[1, 3, 4, 11, 22, 25, 27, 29]"
31,iDR,True,0.10038950615737306,0.003501250622,8,8,100,24,0.101097,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011103, 0.062042, 0.023456, 0.010365, 0.300009, 0.03554, 0.544159, 0.013325]","[1, 3, 4, 11, 22, 25, 27, 29]"
32,TID,True,0.09916621188735517,0.0035184818920000003,8,8,100,23,0.099297,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011103, 0.062042, 0.023456, 0.01, 0.300009, 0.03554, 0.544159, 0.013325]","[1, 3, 4, 8, 22, 25, 27, 29]"
33,iDR,True,0.09764015311229632,0.003513549158,8,8,100,29,0.099089,1000,100,0.1,0.0035,1,2,15,best,1,random,ccef,"[0.011176, 0.056207, 0.023611, 0.010066, 0.301993, 0.035775, 0.547758, 0.013413]","[1, 3, 4, 8, 22, 25, 27, 29]"
