iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.1802064919590114,0.0036262012314999996,7,7,100,65,0.033142,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.19970970000000002, 0.153082, 0.087907, 0.127404, 0.0490923, 0.085509, 0.297296]","[0, 4, 7, 15, 18, 26, 30]"
1,iDR,True,0.17838073492783024,0.003590218052,7,7,100,100,0.03968,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.193944, 0.148662, 0.085369, 0.123726, 0.047675, 0.08304, 0.317584]","[0, 4, 7, 15, 18, 26, 30]"
2,idID,True,0.1758128935845658,0.0035154147340000002,7,7,100,94,0.039187,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.201537, 0.010391, 0.154482, 0.088711, 0.12857, 0.086291, 0.330017]","[0, 3, 4, 7, 15, 26, 30]"
3,TID,True,0.1725425743055033,0.0034918793689999996,7,7,100,78,0.034395,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.201537, 0.154482, 0.088711, 0.12857, 0.086291, 0.01, 0.330017]","[0, 4, 7, 15, 26, 27, 30]"
4,idID,True,0.15601415128578178,0.0035377901779999996,7,7,100,73,0.036754,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.218275, 0.167312, 0.096079, 0.139248, 0.010831, 0.010831, 0.357425]","[0, 4, 7, 15, 27, 28, 30]"
5,TID,True,0.15598218640917713,0.0035112062509999997,7,7,100,78,0.034401,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.218275, 0.167312, 0.096079, 0.01, 0.139248, 0.010831, 0.357425]","[0, 4, 7, 13, 15, 27, 30]"
6,iDR,True,0.1555990363482664,0.0035618025399999998,7,7,100,47,0.033671,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.221544, 0.169818, 0.097518, 0.01015, 0.1272, 0.010993, 0.362778]","[0, 4, 7, 13, 15, 27, 30]"
7,iDR,True,0.1549340657664203,0.0036058759190000004,7,7,100,71,0.036214,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.224398, 0.172006, 0.098774, 0.010281, 0.115955, 0.011135, 0.367452]","[0, 4, 7, 13, 15, 27, 30]"
8,TID,True,0.1534020712181537,0.0035712525170000006,7,7,100,79,0.034633,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.224398, 0.172006, 0.098774, 0.115955, 0.01, 0.011135, 0.367452]","[0, 4, 7, 15, 16, 27, 30]"
9,idID,True,0.1519309529752578,0.0035585054670000007,7,7,100,74,0.036836,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.226701, 0.173771, 0.089809, 0.117145, 0.010103, 0.011249, 0.371223]","[0, 4, 7, 15, 16, 27, 30]"
10,TID,True,0.15047181746151916,0.0035842422235000007,7,7,100,74,0.034133,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.226701, 0.173771, 0.089809, 0.1054305, 0.010103, 0.0229635, 0.371223]","[0, 4, 7, 15, 16, 27, 30]"
11,TID,True,0.14937952042200098,0.0035515427666000005,7,7,100,72,0.033888,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.2356819, 0.173771, 0.0808281, 0.1054305, 0.010103, 0.0229635, 0.371223]","[0, 4, 7, 15, 16, 27, 30]"
12,idID,True,0.1464722587487597,0.004219033687000001,7,7,100,73,0.036759,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.368957, 0.272037, 0.126536, 0.16505, 0.015816, 0.015655, 0.035949]","[0, 4, 7, 15, 16, 20, 27]"
13,iDR,True,0.1445258240746494,0.004209663507000001,7,7,100,100,0.039435,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.373685, 0.275523, 0.115342, 0.167165, 0.016019, 0.015856, 0.03641]","[0, 4, 7, 15, 16, 20, 27]"
14,idID,True,0.11892072557942893,0.005958777415,7,7,100,63,0.035922,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.432998, 0.181266, 0.015715, 0.262708, 0.025175, 0.024918, 0.05722]","[4, 7, 8, 15, 16, 20, 27]"
15,TID,True,0.11567165298708462,0.0060659962540000004,7,7,100,52,0.031614,1000,100,0.1,0.002,1,2,15,random,8,random,ccef,"[0.4511246, 0.16313940000000002, 0.015715, 0.262708, 0.025175, 0.024918, 0.05722]","[4, 7, 8, 15, 16, 20, 27]"
