iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.15899794013530164,0.15899794013530164,0.004102442791,[0.         0.         0.123162   0.         0.         0.         0.         0.         0.125569   0.         0.         0.         0.         0.         0.120618   0.         0.         0.         0.         0.12882    0.         0.         0.         0.         0.         0.26373648 0.11686752 0.121227   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
1,0.15747307776344346,0.15747307776344346,0.004102442791,[0.       0.       0.121281 0.       0.       0.       0.       0.       0.121696 0.       0.       0.       0.       0.       0.120841 0.       0.       0.       0.       0.122258 0.       0.       0.       0.       0.       0.272785 0.120193 0.120946 0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
2,0.15747307776344346,0.15747307776344346,0.004102442791,[0.       0.       0.121281 0.       0.       0.       0.       0.       0.121696 0.       0.       0.       0.       0.       0.120841 0.       0.       0.       0.       0.122258 0.       0.       0.       0.       0.       0.272785 0.120193 0.120946 0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
3,0.15747307776344346,0.15972269316006407,0.004102442791,[0.       0.       0.121281 0.       0.       0.       0.       0.       0.121696 0.       0.       0.       0.       0.       0.120841 0.       0.       0.       0.       0.122258 0.       0.       0.       0.       0.       0.272785 0.120193 0.120946 0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
4,0.15732233051000766,0.1618215613032489,0.004102442791,[0.       0.       0.121065 0.       0.       0.       0.       0.       0.121137 0.       0.       0.       0.       0.       0.120989 0.       0.       0.       0.       0.121235 0.       0.       0.       0.       0.       0.27369  0.120876 0.121007 0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
5,0.15701824033439657,0.15701824033439657,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27489876 0.11966724 0.121007   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
6,0.15701824033439657,0.15701824033439657,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27489876 0.11966724 0.121007   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
7,0.15701824033439657,0.15926135805345937,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27489876 0.11966724 0.121007   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
8,0.1567161546197095,0.16120239005783513,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11847057 0.121007   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
9,0.1567161546197095,0.1567161546197095,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11847057 0.121007   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
10,0.1567161546197095,0.1589549568285625,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11847057 0.121007   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
11,0.1567161546197095,0.16119375903741548,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11847057 0.121007   0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
12,0.15645880160133474,0.16317520822789372,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11728586 0.12219171 0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
13,0.15645880160133474,0.15645880160133474,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11728586 0.12219171 0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
14,0.15645880160133474,0.15869392733849666,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11728586 0.12219171 0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
15,0.15645880160133474,0.16092905307565858,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27609543 0.11728586 0.12219171 0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
16,0.15616094318374651,0.1628663203952323,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27726829 0.116113   0.12219171 0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
17,0.15616094318374651,0.15616094318374651,0.004102442791,[0.         0.         0.121065   0.         0.         0.         0.         0.         0.121137   0.         0.         0.         0.         0.         0.120989   0.         0.         0.         0.         0.121235   0.         0.         0.         0.         0.         0.27726829 0.116113   0.12219171 0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],7.0,1000,100,0.01,0.003,1,7,random,,random,single_objective
