iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.13170347713850114,0.0037867886629999997,7,7,100,56,0.054409,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.021279, 0.016816, 0.089902, 0.070937, 0.061498, 0.678047, 0.061521]","[2, 3, 5, 9, 10, 12, 29]"
1,idID,True,0.1041694767929944,0.003957813973,7,7,100,30,0.063701,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.016097, 0.012721, 0.068007, 0.053661, 0.046521, 0.756457, 0.046538]","[2, 3, 5, 9, 10, 12, 29]"
2,idID,True,0.08524386985942997,0.003984180131,7,7,100,37,0.059682,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.016832, 0.013302, 0.071112, 0.048645, 0.790991, 0.010457, 0.048663]","[2, 3, 5, 10, 12, 27, 29]"
3,idID,True,0.06673115153317635,0.004152453947999999,7,7,100,37,0.056024,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.017928, 0.014168, 0.051811, 0.842475, 0.010651, 0.011138, 0.05183]","[2, 3, 10, 12, 14, 27, 29]"
4,idID,True,0.05174745217474136,0.0043338597319999995,7,7,100,44,0.056983,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01871, 0.014786, 0.010436, 0.879236, 0.011116, 0.011624, 0.054092]","[2, 3, 4, 12, 14, 27, 29]"
5,idID,True,0.03697245019033243,0.0044712022559999995,7,7,100,45,0.056021,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.019573, 0.015468, 0.010917, 0.919791, 0.011629, 0.010461, 0.01216]","[2, 3, 4, 12, 14, 19, 27]"
6,idID,True,0.03182917538273207,0.00450516547,7,7,100,49,0.057528,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.015618, 0.011023, 0.928682, 0.011741, 0.010562, 0.012278, 0.010097]","[3, 4, 12, 14, 19, 27, 29]"
7,idID,True,0.02677062842104002,0.004502004873,6,6,100,57,0.055363,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.015785, 0.011141, 0.938594, 0.011866, 0.012409, 0.010205]","[3, 4, 12, 14, 27, 29]"
8,idID,True,0.022702313114262653,0.004527874165,5,5,100,38,0.0551,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.015948, 0.011256, 0.948271, 0.011988, 0.012537]","[3, 4, 12, 14, 27]"
9,idID,True,0.018729103254521963,0.004500223496,5,5,100,31,0.055031,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011323, 0.01006, 0.953945, 0.01206, 0.012612]","[4, 5, 12, 14, 27]"
