iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.13617445914239176,0.0105825752956,5,5,100,88,0.057977,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.010077, 0.0100152, 0.01, 0.010015]","[4, 25, 27, 28, 30]"
1,TID,True,0.10057460782174583,0.010577529595599999,5,5,100,91,0.056205,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.010077, 0.0100152, 0.01]","[4, 21, 25, 27, 28]"
2,TID,True,0.06564598488225887,0.010555524057999999,5,5,100,87,0.057896,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.010077, 0.01]","[4, 15, 21, 25, 28]"
3,TID,True,0.03864846097555,0.010510044997,5,5,100,95,0.056008,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
4,iDR,False,0.03864846097555,0.010510044997,5,5,100,92,0.062271,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
5,iDR,False,0.03864846097555,0.010510044997,5,5,100,89,0.058966,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
6,iDR,False,0.03864846097555,0.010510044997,5,5,100,88,0.06385,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
7,iDR,False,0.03864846097555,0.010510044997,5,5,100,90,0.062884,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
8,iDR,False,0.03864846097555,0.010510044997,5,5,100,89,0.056668,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
9,iDR,False,0.03864846097555,0.010510044997,5,5,100,90,0.057726,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
10,iDR,False,0.03864846097555,0.010510044997,5,5,100,89,0.060281,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
11,iDR,False,0.03864846097555,0.010510044997,5,5,100,89,0.05719,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
12,iDR,False,0.03864846097555,0.010510044997,5,5,100,91,0.057533,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
13,iDR,False,0.03864846097555,0.010510044997,5,5,100,89,0.060101,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
14,iDR,False,0.03864846097555,0.010510044997,5,5,100,87,0.068828,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]"
