iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.06493174331201847,0.06493174331201847,0.002473105897,[0.       0.169976 0.102916 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.011908 0.       0.       0.058385 0.       0.       0.040602 0.       0.269526 0.       0.       0.       0.       0.      ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
1,0.027432187072648967,0.027432187072648967,0.001808187925,[0.       0.011908 0.102916 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.058385 0.       0.       0.040602 0.       0.269526 0.       0.       0.       0.       0.      ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
2,0.025253585780154394,0.025253585780154394,0.0018448653820000002,[0.        0.011908  0.102916  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0408695 0.        0.        0.040602  0.        0.2870415 0.        0.        0.        0.        0.       ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
3,0.023627664596456772,0.023627664596456772,0.0018705396019000002,[0.         0.011908   0.102916   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02860865 0.         0.         0.040602   0.         0.29930235 0.         0.         0.         0.         0.        ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
4,0.0225251244860121,0.0225251244860121,0.0018919498859,[0.         0.         0.102916   0.         0.         0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02860865 0.         0.         0.040602   0.         0.29930235 0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
5,0.02184649335190674,0.02184649335190674,0.0020657132603,[0.         0.         0.0720412  0.         0.         0.         0.         0.         0.0408748  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02860865 0.         0.         0.040602   0.         0.29930235 0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
6,0.020779706317877848,0.020779706317877848,0.0020473936379,[0.         0.         0.0720412  0.         0.         0.         0.         0.         0.0408748  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02860865 0.         0.         0.0284214  0.         0.29930235 0.         0.0121806  0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
7,0.020561074571870373,0.020561074571870373,0.0020213507441000002,[0.         0.         0.05042884 0.         0.         0.         0.         0.         0.0408748  0.         0.         0.         0.         0.         0.         0.         0.02161236 0.         0.         0.         0.02860865 0.         0.         0.0284214  0.         0.29930235 0.         0.0121806  0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
8,0.01945139732694538,0.01945139732694538,0.00203932269803,[0.         0.         0.05042884 0.         0.         0.         0.         0.         0.0408748  0.         0.         0.         0.         0.         0.         0.         0.02161236 0.         0.         0.         0.02002606 0.         0.         0.0284214  0.         0.30788495 0.         0.0121806  0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
9,0.018557999823913904,0.018557999823913904,0.002181199196486,[0.         0.         0.03530019 0.         0.01512865 0.         0.         0.         0.0408748  0.         0.         0.         0.         0.         0.         0.         0.02161236 0.         0.         0.         0.02002606 0.         0.         0.0284214  0.         0.30788495 0.         0.0121806  0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0015,1,8,idID,97,random
