iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.10922741704036994,0.10922741704036994,0.004479195924000001,[0.       0.       0.       0.049618 0.031882 0.       0.014284 0.       0.       0.       0.       0.       0.       0.017831 0.       0.       0.       0.       0.085691 0.       0.       0.       0.       0.       0.091627 0.528903 0.066431 0.       0.060741 0.       0.      ],[0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
1,0.10114636426109183,0.10114636426109183,0.004429225054,[0.       0.       0.       0.049618 0.031882 0.       0.       0.       0.       0.       0.       0.       0.       0.014284 0.       0.       0.       0.       0.085691 0.       0.       0.       0.       0.       0.091627 0.528903 0.066431 0.       0.060741 0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
2,0.06775225319399968,0.06775225319399968,0.004169150056000001,[0.       0.       0.       0.049618 0.031882 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.085691 0.       0.       0.       0.       0.       0.014284 0.528903 0.066431 0.       0.060741 0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
3,0.06434581171106825,0.06434581171106825,0.004911272621,[0.       0.       0.       0.037915 0.024363 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.065481 0.       0.       0.       0.       0.       0.010915 0.764148 0.050763 0.       0.046415 0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
4,0.060351967825012176,0.060351967825012176,0.004936412241000001,[0.       0.       0.       0.038501 0.02474  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.066494 0.       0.       0.       0.       0.       0.011084 0.775965 0.036084 0.       0.047133 0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
5,0.05621095919061591,0.05621095919061591,0.0049264181928,[0.        0.        0.        0.038501  0.02474   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0465458 0.        0.        0.        0.        0.        0.011084  0.7959132 0.036084  0.        0.047133  0.        0.       ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
6,0.05301424877742177,0.05301424877742177,0.004913639760000001,[0.       0.       0.       0.039053 0.025095 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.047213 0.       0.       0.       0.       0.       0.011243 0.807328 0.036602 0.       0.033466 0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
7,0.04939509765927454,0.04939509765927454,0.004930187524200001,[0.        0.        0.        0.039053  0.025095  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.047213  0.        0.        0.        0.        0.        0.011243  0.8183086 0.0256214 0.        0.033466  0.        0.       ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
8,0.04612719779047043,0.04612719779047043,0.004955658381000001,[0.       0.       0.       0.039497 0.02538  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.04775  0.       0.       0.       0.       0.       0.       0.827613 0.025913 0.       0.033847 0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
9,0.037340279304255465,0.037340279304255465,0.004923311199,[0.       0.       0.       0.031641 0.020332 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.038253 0.       0.       0.       0.       0.       0.       0.861901 0.020759 0.       0.027115 0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.0025,1,10,best,19,first
