iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.1445114111331937,0.00739562861,7,7,100,88,0.056444,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.531924, 0.015807, 0.108757, 0.069596, 0.082831, 0.081217, 0.109869]","[4, 5, 11, 13, 19, 21, 29]"
1,idID,True,0.1039096809337192,0.008501778548,7,7,100,54,0.064148,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.681163, 0.010767, 0.074081, 0.047406, 0.056421, 0.055322, 0.074839]","[4, 5, 11, 13, 19, 21, 29]"
2,idID,True,0.08240598780411004,0.008688024877999998,7,7,100,39,0.058936,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010685, 0.727802, 0.011504, 0.050652, 0.060284, 0.05911, 0.079963]","[2, 4, 5, 13, 19, 21, 29]"
3,idID,True,0.06309900873625968,0.009195377095999997,7,7,100,34,0.057271,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011489, 0.782552, 0.012369, 0.054462, 0.064819, 0.063557, 0.010752]","[2, 4, 5, 13, 19, 21, 27]"
4,idID,True,0.049171047924854765,0.009402435920999997,7,7,100,35,0.055633,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012155, 0.827939, 0.013086, 0.057621, 0.01058, 0.067243, 0.011376]","[2, 4, 5, 13, 16, 21, 27]"
5,idID,True,0.033997380699019475,0.009653712054,7,7,100,31,0.056961,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012763, 0.869338, 0.01374, 0.0105, 0.011109, 0.070605, 0.011945]","[2, 4, 5, 15, 16, 21, 27]"
6,idID,True,0.01928641002588387,0.010186312793,7,7,100,50,0.055299,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.013586, 0.925423, 0.014626, 0.011177, 0.011826, 0.010645, 0.012716]","[2, 4, 5, 15, 16, 25, 27]"
7,idID,True,0.01705477945057396,0.010223707749,7,7,100,38,0.058733,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.928754, 0.014679, 0.010036, 0.011217, 0.011869, 0.010683, 0.012762]","[4, 5, 10, 15, 16, 25, 27]"
8,idID,True,0.014926478022556519,0.010264703856999999,7,7,100,49,0.05623,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.93312, 0.010083, 0.01127, 0.011925, 0.010047, 0.010733, 0.012822]","[4, 10, 15, 16, 21, 25, 27]"
9,idID,True,0.012397490162320248,0.010349807153,6,6,100,57,0.056384,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.94259, 0.010185, 0.011384, 0.012046, 0.010842, 0.012952]","[4, 10, 15, 16, 25, 27]"
10,idID,True,0.01033540804288492,0.010434779683,5,5,100,62,0.059515,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95229, 0.011501, 0.01217, 0.010954, 0.013085]","[4, 15, 16, 25, 27]"
11,idID,True,0.009439138712433731,0.010469806641,5,5,100,51,0.055513,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.953722, 0.010015, 0.012188, 0.01097, 0.013105]","[4, 10, 16, 25, 27]"
12,TID,True,0.009114114907887534,0.0104827052014,5,5,100,67,0.056638,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9549407999999999, 0.010015, 0.010969199999999998, 0.01097, 0.013105]","[4, 10, 16, 25, 27]"
13,TID,True,0.008698116735625932,0.010537781886999999,5,5,100,82,0.057308,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9549407999999999, 0.010015, 0.01097, 0.013105, 0.01]","[4, 10, 25, 27, 28]"
14,idID,True,0.008401005678062892,0.010513602896999999,5,5,100,82,0.054002,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.955867, 0.010025, 0.010981, 0.013118, 0.01001]","[4, 10, 25, 27, 30]"
15,TID,True,0.008193796085370443,0.010524788615599998,5,5,100,72,0.052673,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9571788, 0.010025, 0.010981, 0.0118062, 0.01001]","[4, 10, 25, 27, 30]"
16,TID,True,0.008006815472617496,0.010534855762339998,5,5,100,78,0.053227,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
17,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,88,0.051945,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
18,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,92,0.055327,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
19,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,90,0.053703,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
20,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,86,0.05663,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
21,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,93,0.054755,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
22,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,93,0.053387,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
23,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,85,0.052879,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
24,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,93,0.055927,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
25,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,91,0.054817,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
26,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,94,0.053561,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
27,iDR,False,0.008006815472617496,0.010534855762339998,5,5,100,93,0.058615,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95835942, 0.010025, 0.010981, 0.010625579999999999, 0.01001]","[4, 10, 25, 27, 30]"
