iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,iDR,True,0.21924165610290147,0.002376616562,8,8,100,100,0.044311,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.333457, 0.088192, 0.146017, 0.069845, 0.098342, 0.194252, 0.021584, 0.048312]","[0, 12, 13, 15, 19, 21, 27, 30]"
1,TID,True,0.21594346393890518,0.0023934231187,9,9,100,60,0.03927,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.333457, 0.088192, 0.1314153, 0.069845, 0.098342, 0.194252, 0.014601700000000002, 0.021584, 0.048312]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
2,iDR,True,0.2133903860990637,0.002358419388,9,9,100,100,0.049046,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.354966, 0.085346, 0.127174, 0.067591, 0.095168, 0.187983, 0.01413, 0.020887, 0.046753]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
3,TID,True,0.20973892579869965,0.0023949453894,9,9,100,50,0.044866,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.3194694, 0.085346, 0.127174, 0.067591, 0.095168, 0.187983, 0.01413, 0.056383600000000006, 0.046753]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
4,iDR,True,0.20760930038779077,0.002361333462,9,9,100,100,0.054756,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.340538, 0.082704, 0.123237, 0.065499, 0.092222, 0.182164, 0.013693, 0.054638, 0.045306]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
5,TID,True,0.20387978046767372,0.0023963748222,9,9,100,52,0.039224,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.3064842, 0.082704, 0.123237, 0.065499, 0.092222, 0.182164, 0.013693, 0.0886918, 0.045306]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
6,iDR,True,0.20212220227417502,0.0023640423459999997,9,9,100,100,0.043321,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.327107, 0.080245, 0.119572, 0.063551, 0.08948, 0.176747, 0.013286, 0.086054, 0.043959]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
7,iDR,True,0.20002764025310557,0.0023306195399999995,9,9,100,100,0.048649,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.34842, 0.077703, 0.115784, 0.061538, 0.086646, 0.171148, 0.012865, 0.083328, 0.042567]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
8,TID,True,0.19737359429707868,0.0023439462783999996,9,9,100,47,0.035116,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.34842, 0.077703, 0.1042056, 0.061538, 0.086646, 0.171148, 0.0244434, 0.083328, 0.042567]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
9,idID,True,0.11245424591282914,0.0023411073739999996,9,9,100,97,0.047242,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.181784, 0.040541, 0.054368, 0.032107, 0.045207, 0.089294, 0.012753, 0.521738, 0.022209]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
10,iDR,True,0.10736525246365125,0.002340953914,9,9,100,100,0.053663,100,100,0.1,0.0015,1,2,15,random,73,first,bench_local,"[0.17277, 0.038531, 0.051672, 0.030515, 0.042965, 0.084866, 0.012121, 0.545453, 0.021108]","[0, 12, 13, 15, 19, 21, 25, 27, 30]"
