iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.15647764280378626,0.007373560838999998,7,7,100,50,0.119852,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.075188, 0.525851, 0.121391, 0.054562, 0.108182, 0.010477, 0.10435]","[2, 4, 6, 10, 11, 17, 18]"
1,TID,True,0.15405900058939967,0.007370453229399999,8,8,100,77,0.132713,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.075188, 0.525851, 0.1092519, 0.054562, 0.108182, 0.010477, 0.10435, 0.0121391]","[2, 4, 6, 10, 11, 17, 18, 27]"
2,iDR,True,0.15220722432904144,0.007392346669999999,8,8,100,66,0.127378,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.075981, 0.531396, 0.110404, 0.055137, 0.109323, 0.010587, 0.094905, 0.012267]","[2, 4, 6, 10, 11, 17, 18, 27]"
3,TID,True,0.1512003470858482,0.007391016565999999,8,8,100,54,0.133238,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.075981, 0.531396, 0.110404, 0.055137, 0.109323, 0.01, 0.094905, 0.012267]","[2, 4, 6, 10, 11, 16, 18, 27]"
4,idID,True,0.14961125469189007,0.007415506762,8,8,100,61,0.126867,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.076754, 0.536806, 0.111528, 0.055698, 0.110436, 0.010102, 0.086284, 0.012392]","[2, 4, 6, 10, 11, 16, 18, 27]"
5,idID,True,0.13950226778151287,0.007866059739,8,8,100,63,0.119304,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.575203, 0.119505, 0.059682, 0.118335, 0.010715, 0.010825, 0.092456, 0.013278]","[4, 6, 10, 11, 14, 16, 18, 27]"
6,idID,True,0.13795384189309398,0.007908374792,7,7,100,56,0.127388,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.581434, 0.120799, 0.060328, 0.119617, 0.010942, 0.093457, 0.013422]","[4, 6, 10, 11, 16, 18, 27]"
7,iDR,True,0.13228679198461732,0.008070840162999998,7,7,100,48,0.133765,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.604434, 0.114161, 0.057013, 0.113044, 0.010341, 0.088322, 0.012684]","[4, 6, 10, 11, 16, 18, 27]"
8,iDR,True,0.1299829156187396,0.008103654593,7,7,100,66,0.136636,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.611346, 0.115466, 0.057665, 0.102903, 0.010459, 0.089332, 0.012829]","[4, 6, 10, 11, 16, 18, 27]"
9,idID,True,0.10424527523925674,0.008398059093999998,7,7,100,59,0.117771,100,100,0.1,0.006,1,2,15,best,55,random,bench_local,"[0.673959, 0.127292, 0.011024, 0.063571, 0.01153, 0.098481, 0.014143]","[4, 6, 7, 10, 16, 18, 27]"
