iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.21459109584223018,0.21459109584223018,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.111813   0.10956231 0.         0.         0.         0.109265   0.         0.         0.112444   0.         0.         0.         0.         0.         0.11019769 0.111939   0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
1,0.2143440641492646,0.2143440641492646,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.111813   0.10956231 0.         0.         0.         0.109265   0.         0.         0.112444   0.         0.         0.         0.         0.         0.11131708 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
2,0.21407851928598437,0.21407851928598437,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.111813   0.10956231 0.         0.         0.         0.109265   0.         0.         0.11131956 0.         0.         0.         0.         0.         0.11244152 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
3,0.2138150186404167,0.2138150186404167,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.111813   0.10956231 0.         0.         0.         0.109265   0.         0.         0.11020636 0.         0.         0.         0.         0.         0.11355472 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
4,0.21355355393387973,0.21355355393387973,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.111813   0.10956231 0.         0.         0.         0.109265   0.         0.         0.1091043  0.         0.         0.         0.         0.         0.11465678 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
5,0.2133005676043384,0.2133005676043384,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.111813   0.10846669 0.         0.         0.         0.109265   0.         0.         0.1091043  0.         0.         0.         0.         0.         0.1157524  0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
6,0.21304930617505,0.21304930617505,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.111813   0.10738202 0.         0.         0.         0.109265   0.         0.         0.1091043  0.         0.         0.         0.         0.         0.11683707 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
7,0.21280321428112012,0.21280321428112012,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.11069487 0.10738202 0.         0.         0.         0.109265   0.         0.         0.1091043  0.         0.         0.         0.         0.         0.1179552  0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
8,0.21254415943771213,0.21254415943771213,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.11069487 0.10738202 0.         0.         0.         0.109265   0.         0.         0.10801326 0.         0.         0.         0.         0.         0.11904624 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
9,0.21228711968096012,0.21228711968096012,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.11069487 0.10738202 0.         0.         0.         0.109265   0.         0.         0.10693313 0.         0.         0.         0.         0.         0.12012637 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
10,0.2120378423393903,0.2120378423393903,0.003889452931,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.112307   0.111116   0.11069487 0.1063082  0.         0.         0.         0.109265   0.         0.         0.10693313 0.         0.         0.         0.         0.         0.12120019 0.11081961 0.         0.111355  ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.],9.0,1000,100,0.01,0.003,1,8,TID,,best,single_objective
