iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.06317445914239175,0.0105825752956,5,5,100,88,0.057964,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.010077, 0.0100152, 0.01, 0.010015]","[4, 25, 27, 28, 30]"
1,TID,True,0.048237828362871445,0.010560569758,5,5,100,91,0.057273,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.010077, 0.01, 0.010015]","[4, 15, 25, 28, 30]"
2,idID,True,0.03366961649227403,0.010540240894,5,5,100,91,0.054911,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.010078, 0.010001]","[4, 15, 16, 25, 28]"
3,TID,True,0.022649950638540688,0.010510727039999999,5,5,100,94,0.059802,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
4,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,92,0.058598,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
5,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,89,0.059659,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
6,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,88,0.059224,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
7,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,90,0.054806,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
8,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,89,0.05102,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
9,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,90,0.052733,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
10,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,89,0.05268,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
11,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,89,0.054393,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
12,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,91,0.055786,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
13,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,89,0.055278,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
14,iDR,False,0.022649950638540688,0.010510727039999999,5,5,100,87,0.055028,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
