iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.23968223942151037,0.23968223942151037,0.0036962406347999994,[0.035931  0.067539  0.0338    0.075931  0.04326   0.        0.015296  0.        0.040079  0.027246  0.        0.056947  0.072804  0.069874  0.        0.        0.065068  0.062673  0.01753   0.        0.        0.070629  0.0534726 0.059427  0.        0.024265  0.        0.0548264 0.030902  0.0225    0.       ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
1,0.2381969997858701,0.2381969997858701,0.0036805804943999994,[0.035931  0.067539  0.0338    0.075931  0.04326   0.        0.015296  0.        0.040079  0.027246  0.        0.056947  0.0655236 0.069874  0.        0.        0.065068  0.062673  0.01753   0.        0.        0.070629  0.0534726 0.059427  0.        0.024265  0.        0.0621068 0.030902  0.0225    0.       ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
2,0.23652362397360313,0.23652362397360313,0.0036681855457199996,[0.035931   0.067539   0.0338     0.075931   0.04326    0.         0.015296   0.         0.040079   0.027246   0.         0.056947   0.0655236  0.069874   0.         0.         0.065068   0.062673   0.01753    0.         0.         0.070629   0.04812534 0.059427   0.         0.024265   0.         0.06745406 0.030902   0.0225     0.        ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
3,0.2346947422700335,0.2346947422700335,0.0036592477249199995,[0.035931   0.067539   0.0338     0.075931   0.04326    0.         0.015296   0.         0.040079   0.027246   0.         0.056947   0.0655236  0.069874   0.         0.         0.065068   0.062673   0.01753    0.         0.         0.070629   0.04812534 0.0534843  0.         0.024265   0.         0.07339676 0.030902   0.0225     0.        ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
4,0.23313199494966028,0.23313199494966028,0.003649623887,[0.035669 0.067047 0.033554 0.075378 0.042945 0.       0.015185 0.       0.039787 0.027047 0.       0.056532 0.065046 0.069365 0.       0.       0.064594 0.062216 0.017402 0.       0.       0.070114 0.047775 0.053095 0.       0.024088 0.       0.080148 0.030677 0.022336 0.      ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
5,0.2314364201004413,0.2314364201004413,0.003639204219,[0.035385 0.066514 0.033287 0.074779 0.042604 0.       0.015064 0.       0.039471 0.026832 0.       0.056083 0.064529 0.068813 0.       0.       0.06408  0.061721 0.017264 0.       0.       0.069557 0.047395 0.052673 0.       0.023896 0.       0.087462 0.030433 0.022158 0.      ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
6,0.22959867231570708,0.22959867231570708,0.003627925002,[0.035078 0.065937 0.032998 0.074131 0.042235 0.       0.014933 0.       0.039129 0.026599 0.       0.055597 0.06397  0.068216 0.       0.       0.063524 0.061186 0.017114 0.       0.       0.068954 0.046984 0.052216 0.       0.023689 0.       0.095374 0.030169 0.021966 0.      ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
7,0.2287320695975144,0.2287320695975144,0.0036401461771999994,[0.0315702 0.065937  0.032998  0.074131  0.042235  0.        0.014933  0.        0.039129  0.026599  0.        0.055597  0.06397   0.068216  0.        0.        0.063524  0.061186  0.017114  0.        0.        0.068954  0.046984  0.052216  0.        0.0271968 0.        0.095374  0.030169  0.021966  0.       ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
8,0.22675775684086671,0.22675775684086671,0.0036278494460000002,[0.031272 0.065314 0.032686 0.073431 0.041836 0.       0.014792 0.       0.038759 0.026348 0.       0.055072 0.063366 0.067572 0.       0.       0.062924 0.060608 0.016952 0.       0.       0.068303 0.04654  0.051723 0.       0.02694  0.       0.10392  0.029884 0.021759 0.      ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
9,0.22462358056054882,0.22462358056054882,0.003614585833,[0.03095  0.064642 0.03235  0.072676 0.041406 0.       0.01464  0.       0.03836  0.026077 0.       0.054506 0.062714 0.066877 0.       0.       0.062277 0.059985 0.016778 0.       0.       0.0676   0.046061 0.051191 0.       0.026663 0.       0.113136 0.029577 0.021535 0.      ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
10,0.2223209701499662,0.2223209701499662,0.0036003032429999995,[0.030604 0.063919 0.031988 0.071863 0.040943 0.       0.014476 0.       0.037931 0.025785 0.       0.053896 0.062012 0.066129 0.       0.       0.06158  0.059314 0.01659  0.       0.       0.066844 0.045546 0.050618 0.       0.026365 0.       0.123057 0.029246 0.021294 0.      ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
11,0.21984119624731568,0.21984119624731568,0.0035849506439999995,[0.030232 0.063142 0.031599 0.070989 0.040445 0.       0.0143   0.       0.03747  0.025472 0.       0.053241 0.061258 0.065325 0.       0.       0.060831 0.058593 0.016388 0.       0.       0.066031 0.044992 0.050003 0.       0.026045 0.       0.133717 0.02889  0.021035 0.      ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
12,0.21853150770342405,0.21853150770342405,0.0035717740481999993,[0.030232  0.063142  0.031599  0.070989  0.040445  0.        0.0143    0.        0.03747   0.025472  0.        0.053241  0.0551322 0.065325  0.        0.        0.060831  0.058593  0.016388  0.        0.        0.066031  0.044992  0.050003  0.        0.026045  0.        0.1398428 0.02889   0.021035  0.       ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
13,0.21748310916560978,0.21748310916560978,0.0035997095809999994,[0.030232  0.063142  0.031599  0.070989  0.0449442 0.        0.0143    0.        0.03747   0.025472  0.        0.053241  0.0551322 0.065325  0.        0.        0.060831  0.058593  0.016388  0.        0.        0.066031  0.0404928 0.050003  0.        0.026045  0.        0.1398428 0.02889   0.021035  0.       ],[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],21.0,500,100,0.1,0.0015,1,22,best,72,first
